a	b	label
29	6624	1
35	28269	1
5	11279	1
38	12112	1
17	28069	-1
9	13763	-1
45	9418	1
5	6091	1
21	17582	-1
46	12961	1
21	867	1
36	2574	-1
43	28337	1
4	7402	1
10	22770	1
40	824	-1
23	17496	1
8	16636	1
20	17183	-1
13	23752	1
4	9905	1
43	8502	1
31	23610	1
43	9821	1
43	13962	1
45	2758	1
7	11891	1
6	13602	-1
43	30802	-1
47	21829	1
39	1653	1
10	30262	1
42	10042	1
44	5924	1
32	14429	-1
30	17334	1
5	10682	1
7	8806	1
23	4941	-1
16	22308	1
5	27136	1
2	26144	-1
35	26812	-1
24	21759	-1
14	12501	-1
12	27999	1
6	10269	-1
8	31001	1
27	2564	1
48	9106	1
36	2072	-1
6	25105	-1
30	13956	-1
15	29973	1
8	22818	1
46	7	1
5	21263	-1
46	4487	-1
23	22153	1
22	5983	-1
46	19362	1
9	7398	-1
14	5300	-1
30	30424	-1
43	14437	1
43	9358	1
36	3973	-1
28	23104	1
46	17702	-1
33	21663	-1
3	13871	-1
27	22088	-1
26	17959	1
35	22120	1
18	25324	-1
14	29144	-1
28	30425	1
40	19582	1
21	26407	-1
43	10374	1
27	28370	-1
16	30336	1
46	9838	1
21	3774	1
42	25168	-1
28	11047	1
17	9041	1
39	16182	-1
48	10838	1
35	27160	1
29	23898	-1
21	30093	1
3	29550	1
46	4838	-1
28	7597	1
43	23674	1
9	23857	-1
36	29806	-1
28	29883	-1
43	21248	-1
1	25435	1
13	241	1
48	2686	1
21	26932	-1
1	21033	1
1	1080	-1
34	24529	-1
26	26561	1
42	6897	1
23	13425	-1
20	23419	-1
36	23011	-1
4	26553	1
46	18908	1
7	15736	1
13	923	1
16	10089	-1
34	29911	-1
26	17890	-1
7	23358	1
8	1235	1
40	25335	-1
48	27044	1
44	17600	-1
14	2747	-1
1	8555	-1
8	14087	1
16	2591	1
38	22515	-1
5	3850	1
42	28172	1
0	21040	-1
12	10000	-1
13	18555	1
13	29939	1
4	1022	1
43	855	1
13	16543	1
13	4265	1
46	29822	1
23	8294	1
46	6683	1
2	5065	1
25	21800	-1
4	24054	-1
16	10683	-1
21	17691	1
4	16727	1
33	10983	-1
23	119	1
18	21720	1
18	2489	-1
30	8011	-1
42	19057	-1
49	12102	-1
14	28244	-1
35	6304	1
7	7928	1
13	23711	-1
36	30028	1
42	26533	1
28	28162	1
40	22730	-1
32	14793	-1
43	4679	1
10	4954	-1
35	18630	1
13	8186	1
48	10384	1
40	19876	1
46	19539	1
45	28039	-1
35	18733	1
20	9330	1
37	24497	1
40	7630	1
13	2099	-1
43	15040	-1
13	3346	1
28	10041	-1
17	26699	-1
37	20400	1
43	105	1
28	21267	1
48	13826	1
27	18214	-1
39	25144	-1
5	24416	1
36	11542	1
29	20335	-1
8	9964	1
10	534	1
41	22648	-1
13	20786	-1
6	14612	1
20	29350	-1
10	28064	-1
30	29445	-1
44	14293	1
45	12211	-1
34	5561	1
8	24243	1
13	9448	1
15	14959	-1
6	10324	-1
3	14672	1
43	2187	-1
6	17198	-1
29	25005	1
43	5600	1
37	4873	1
17	10810	1
5	15021	1
12	20008	-1
43	20967	1
37	17194	1
48	27927	1
44	21104	1
39	27732	1
24	30510	-1
39	22285	-1
43	14929	1
46	4805	1
13	10564	1
4	18337	1
42	9879	1
25	13143	-1
13	2335	1
32	10286	1
48	15489	1
12	25538	-1
43	4977	1
6	1882	-1
1	16980	-1
31	570	-1
2	20667	-1
12	6331	-1
6	5734	1
24	2173	1
21	2217	-1
48	14584	1
19	24339	-1
14	13745	1
7	6392	1
49	12220	1
0	28974	-1
44	17974	1
42	24874	1
40	15689	1
49	25329	-1
21	7803	1
18	28798	-1
42	1874	-1
18	2978	1
47	12032	-1
37	9611	1
46	15762	1
8	2836	1
16	29326	1
43	24188	1
8	12735	-1
0	16643	-1
18	9097	1
17	11757	1
48	24580	1
4	10607	-1
36	24171	1
6	23995	1
4	27782	1
6	19201	1
4	12364	1
31	5155	-1
32	15986	-1
36	884	1
17	3897	-1
48	13815	1
24	2999	1
42	3116	-1
8	21129	-1
42	13844	-1
30	11994	-1
35	26257	-1
7	2586	-1
23	15692	-1
28	7448	1
38	7108	-1
34	8620	1
10	6672	-1
9	25068	1
13	12233	-1
7	18277	-1
4	5945	1
40	20615	1
21	17430	-1
33	11860	-1
47	17352	-1
46	12247	-1
30	21082	-1
48	3651	1
8	20845	-1
6	17675	1
48	8121	-1
44	30730	-1
1	4358	-1
16	7263	-1
25	4677	1
36	8989	1
9	30376	1
39	10056	1
4	16523	-1
31	31060	-1
7	4322	1
43	20235	1
20	29519	1
48	26022	-1
30	24519	1
49	2146	-1
24	1335	-1
47	5905	1
4	16639	-1
7	1980	-1
4	22114	-1
13	944	1
48	26923	1
8	3196	1
15	30286	-1
49	325	-1
21	450	-1
43	30706	1
26	5164	1
13	10849	1
46	22157	1
35	7727	-1
1	12737	-1
28	15541	1
8	30676	1
6	10064	-1
39	2316	-1
19	20087	-1
40	4950	-1
43	13360	1
1	10884	1
16	9386	-1
16	9365	-1
36	23782	-1
26	18525	-1
42	23499	-1
32	10984	-1
25	10081	-1
6	1181	-1
29	10031	-1
13	16763	1
5	2852	1
29	7311	-1
45	104	-1
15	21558	-1
41	25976	1
4	7529	-1
39	7119	1
40	10264	1
45	26107	-1
40	21633	1
40	20275	1
2	969	-1
30	19029	1
17	14621	1
27	2309	-1
7	16259	1
36	1158	1
37	23896	-1
28	14323	1
46	18578	1
16	305	1
24	24772	-1
8	8666	-1
42	2001	-1
46	15989	1
0	1156	1
30	26076	-1
25	19918	1
23	5304	1
10	21212	1
40	5499	-1
43	8117	1
5	21143	1
9	5215	1
35	4642	1
7	3019	1
43	19146	1
47	30627	-1
4	16345	1
9	14338	-1
6	18373	1
43	20323	1
37	2686	1
21	3804	1
20	9071	1
4	14806	1
38	13819	-1
41	2881	-1
28	10420	-1
33	18934	-1
44	8917	1
43	2155	-1
28	17538	1
48	16880	1
38	27547	1
48	4368	1
0	5683	1
14	28804	1
17	2027	-1
40	26124	1
48	21979	1
14	18141	1
8	16092	1
0	6059	1
25	29685	-1
23	29550	-1
19	22453	-1
35	25724	1
16	4406	-1
43	23223	-1
48	23142	1
16	26640	-1
7	27420	-1
40	1571	-1
38	5570	-1
18	8981	-1
19	13180	-1
35	1425	1
15	25265	1
15	16804	-1
18	23895	1
8	2880	1
48	21321	1
9	8272	1
39	2374	1
8	19638	-1
46	20418	1
4	21781	1
33	599	-1
28	14614	1
26	30365	1
4	5858	-1
43	28648	1
5	3326	-1
2	4245	-1
4	23857	1
43	20234	1
13	9713	1
45	10177	-1
7	705	1
48	9408	1
16	8292	1
6	18543	1
21	17365	1
3	9847	-1
10	13970	1
4	19597	-1
10	17606	-1
13	8672	1
20	16336	-1
13	9185	1
30	7901	1
37	25935	-1
30	10943	-1
7	21304	1
46	26351	1
47	6290	-1
43	19629	1
10	10281	1
42	15319	1
13	25055	1
36	2835	1
6	10956	1
14	28850	1
13	22821	1
40	18868	1
12	3090	-1
48	23287	1
15	28167	-1
29	23513	1
13	991	-1
10	28538	-1
44	7019	1
46	4235	1
3	6727	-1
46	14123	1
27	21800	-1
29	14	-1
8	6719	-1
18	30287	1
43	23251	-1
5	20781	1
46	4074	1
26	3616	-1
1	22016	-1
13	23055	1
49	21361	-1
15	10350	-1
47	16622	-1
6	15095	1
24	7161	1
6	1417	1
35	16453	-1
38	1861	1
44	24211	1
1	6189	1
29	20379	1
39	2115	-1
16	30026	-1
45	20218	1
8	9306	1
46	15975	1
37	6241	1
43	13280	1
45	9477	1
43	5911	1
41	12288	-1
43	6586	1
10	26532	1
15	6197	-1
10	19221	1
13	3489	-1
48	16125	1
46	25828	1
8	21221	1
43	2015	1
9	28697	-1
19	18450	-1
21	25769	-1
7	2165	1
8	24354	-1
6	21848	1
1	23447	-1
22	29859	-1
46	23476	1
13	99	1
8	15357	1
13	28273	1
41	4985	-1
38	24116	-1
20	13301	1
17	6139	-1
17	29233	-1
36	138	1
40	17355	1
19	21205	-1
18	7242	1
47	2426	1
36	7675	1
39	3338	-1
6	8312	1
4	4887	1
18	26660	-1
14	5724	-1
13	700	1
43	28682	1
14	7254	-1
44	25875	-1
48	10449	1
6	27063	1
42	9058	1
17	4585	-1
34	131	-1
11	1227	-1
15	17551	-1
12	19579	-1
49	6776	1
30	1282	1
44	22502	-1
21	21223	-1
19	24826	1
2	15211	-1
5	28630	-1
24	7837	-1
11	28259	-1
46	19851	1
18	16776	1
23	29986	-1
14	10916	1
43	23821	1
6	21769	-1
13	19152	1
12	7527	-1
13	20673	1
49	30238	-1
7	14833	-1
10	5229	-1
21	14047	1
36	31016	-1
42	10797	-1
37	7425	-1
47	8521	-1
7	14396	-1
16	1872	1
8	2943	1
27	26543	-1
43	12061	1
4	1503	1
13	3880	-1
25	11279	1
36	5965	-1
33	10524	-1
48	10344	1
48	6434	1
2	23323	-1
4	10789	1
17	8168	-1
49	27591	-1
48	12034	1
23	27427	1
8	4475	1
28	29737	-1
46	29004	1
35	26123	-1
21	5602	-1
48	7629	1
41	27458	-1
28	16371	-1
25	24948	-1
48	4060	1
13	11282	-1
46	25560	1
45	16017	-1
16	13471	1
27	12131	-1
21	12731	1
12	27020	1
48	29169	1
32	21876	-1
16	15592	-1
32	20059	-1
5	27983	1
19	11131	-1
28	9180	-1
26	17240	1
38	8797	-1
17	20614	-1
45	8484	-1
23	25177	-1
46	9856	1
8	16935	1
5	19795	-1
17	23255	-1
36	17978	1
39	28443	1
13	14152	1
7	19253	-1
20	10966	1
48	3783	-1
6	28027	1
30	9110	-1
3	26383	-1
18	6525	-1
48	7484	-1
37	13537	-1
32	1482	1
35	15919	-1
3	10905	-1
31	30897	-1
6	27664	1
10	28325	1
48	13317	-1
33	17159	-1
18	3747	-1
5	10253	-1
49	2406	-1
10	29783	-1
6	6056	-1
20	6934	1
6	19331	1
0	18269	1
32	22903	1
25	10436	-1
9	2089	1
6	8701	1
1	17880	1
26	5783	1
31	21397	-1
21	18648	1
8	22042	1
46	20869	1
12	2758	-1
6	7086	1
20	668	-1
23	21404	-1
48	10818	1
12	14276	1
20	20131	-1
1	30156	1
23	22436	1
49	21761	1
7	28910	1
46	11993	1
34	23732	-1
4	16895	1
40	18225	1
30	7620	1
14	13888	-1
18	13364	-1
18	2237	1
29	6231	1
6	27954	-1
6	30431	-1
45	12842	-1
25	24356	-1
1	9656	-1
42	11724	1
44	7161	1
43	13874	-1
8	15846	1
21	5408	-1
46	3241	1
18	15322	1
3	30144	-1
38	4516	1
13	29228	1
23	27626	-1
16	1358	-1
29	4011	1
5	9684	1
44	10286	-1
48	22745	1
40	18506	1
40	28142	1
42	22887	-1
13	22837	1
20	27276	-1
48	30500	-1
11	10469	-1
39	29077	-1
33	15099	-1
15	27457	-1
3	9606	-1
18	2307	-1
7	16572	1
7	12398	1
29	23070	1
43	18470	1
48	4459	1
38	30622	-1
18	6885	1
33	21113	-1
23	27561	-1
27	6241	-1
26	2047	1
8	25618	1
45	7423	1
48	1286	1
22	5582	-1
42	9535	1
2	17192	-1
43	9459	1
13	30675	1
17	22742	-1
36	1242	-1
26	14442	-1
10	29725	-1
30	8469	-1
9	6961	-1
21	11237	1
2	18262	-1
18	29769	-1
23	3742	1
19	18169	-1
42	30892	1
40	29664	1
47	18647	1
32	27332	-1
17	12195	-1
49	8051	-1
14	22276	-1
4	14748	-1
22	23595	-1
14	4277	1
37	10460	1
47	24565	-1
28	30665	1
10	27769	-1
48	17185	-1
7	13502	1
49	27741	1
28	29197	-1
11	18612	-1
44	622	1
39	12639	-1
43	25427	1
9	14041	1
15	16498	-1
45	14853	-1
37	8488	1
9	18016	1
44	9479	1
26	9933	-1
48	25945	1
43	29484	1
1	2933	1
27	306	-1
38	3404	-1
44	4885	-1
16	25736	1
2	23036	-1
27	12036	-1
37	25264	-1
20	18207	-1
15	23205	-1
43	13261	1
16	1817	-1
0	29982	1
21	25534	1
46	405	1
23	23903	-1
49	8892	1
39	21565	-1
46	22424	1
13	16608	1
44	28091	-1
36	25836	1
34	19563	-1
4	20624	1
5	6641	1
27	29459	-1
46	5642	1
0	24786	-1
9	18481	-1
3	11598	-1
26	11213	-1
8	26399	1
37	14200	1
48	10388	-1
18	25136	-1
13	22596	1
6	17091	1
39	18415	-1
47	3192	-1
4	11974	1
5	30371	1
40	21370	1
25	8605	1
7	15762	-1
28	20709	-1
6	5508	1
17	22610	1
14	19682	1
48	802	1
10	8247	-1
35	5634	1
8	14229	1
46	23804	1
2	20213	-1
8	14139	1
23	24276	-1
27	10047	-1
34	19059	-1
43	7420	1
8	8278	1
37	13508	1
45	9548	1
41	29237	-1
3	22074	-1
44	22426	-1
23	31003	1
42	24055	1
46	7328	-1
10	10387	-1
42	943	1
43	2063	1
16	11374	1
16	21103	-1
8	4293	1
46	13222	-1
11	3182	-1
31	4552	-1
49	19085	1
48	6677	1
38	14517	-1
37	10384	1
44	10839	-1
43	6038	1
35	4291	1
27	21309	-1
5	18310	-1
48	7012	1
32	11749	-1
33	20701	-1
43	15410	1
30	27644	-1
49	29361	1
45	20582	-1
43	19222	1
39	25834	1
6	29115	-1
4	19583	1
8	18323	1
40	2477	-1
39	4047	-1
21	7547	-1
25	22712	-1
4	28517	-1
14	9369	-1
6	21632	-1
43	11333	-1
26	10259	-1
23	348	1
12	22727	-1
4	6342	1
35	7068	1
11	18864	-1
18	21432	-1
47	2861	-1
49	26379	-1
49	2160	1
1	4734	-1
48	15499	1
36	18	1
30	26309	-1
17	17601	1
15	28835	-1
13	19698	-1
4	12122	1
42	4522	-1
37	12785	-1
12	16237	1
3	935	-1
7	16471	1
27	27959	-1
46	13671	1
0	21523	-1
16	26531	-1
42	12774	-1
35	478	-1
43	1479	-1
42	11916	1
22	29783	-1
44	8502	1
35	29196	1
2	1981	-1
12	21736	1
45	10994	-1
36	9077	-1
8	1159	1
48	22297	1
49	2533	1
5	25246	-1
8	24216	1
39	29985	-1
48	18424	-1
8	20152	1
40	19581	1
29	13825	1
23	23709	-1
41	17928	-1
46	16644	1
14	26564	1
21	7953	-1
3	6582	-1
12	9365	-1
29	26065	-1
43	1756	1
47	3302	-1
27	21762	-1
16	12598	1
27	10804	-1
8	9863	-1
36	25209	-1
46	9071	-1
13	8148	-1
21	7662	-1
10	20584	-1
32	9045	-1
2	21113	1
42	2008	1
4	24138	-1
17	28643	1
32	20471	-1
16	23321	-1
40	6167	-1
21	4080	-1
37	15143	1
23	29723	-1
39	4172	-1
36	4646	-1
46	20227	1
37	15668	-1
8	7980	1
13	6856	-1
0	29812	-1
47	15158	-1
9	4165	-1
17	30321	1
26	23019	1
48	1854	1
9	7126	1
48	9994	1
17	28137	1
35	16209	-1
4	510	1
43	15069	1
34	2621	-1
46	11440	-1
43	4764	1
12	27862	-1
7	30638	1
8	16518	-1
31	25718	-1
8	6453	1
1	28015	-1
39	2529	1
44	16637	-1
46	19299	1
8	19401	1
37	7445	-1
3	14614	-1
45	5208	-1
16	29284	-1
34	28260	1
10	26344	1
15	4715	-1
28	16155	1
39	30392	1
39	26162	1
35	9950	-1
26	12924	-1
26	22907	1
48	7921	1
6	26746	-1
36	9700	-1
4	17190	1
7	20223	-1
34	3399	-1
5	10914	1
46	12639	1
0	2229	1
6	975	1
32	22650	1
39	2607	-1
1	7764	1
43	8973	1
43	3751	1
32	6917	-1
17	8174	1
23	140	-1
7	20046	1
5	13218	-1
49	23133	-1
47	10992	1
26	2491	-1
13	22944	-1
20	14679	1
10	27425	1
37	14328	-1
5	1868	1
14	9989	-1
45	22226	-1
43	9200	1
37	2205	-1
21	20391	-1
6	15815	1
42	15999	1
43	28156	-1
27	17175	-1
47	9797	-1
49	7599	1
26	29331	1
36	18027	1
48	5742	-1
1	25067	1
46	21676	1
27	7759	-1
39	2396	-1
4	15449	1
48	20528	1
41	12649	-1
43	6369	1
9	8121	1
28	14464	-1
41	5980	-1
37	2005	-1
26	2892	-1
28	871	-1
40	10204	1
4	29916	1
35	11641	1
35	19912	-1
35	29443	-1
28	21447	-1
40	2264	1
7	9104	-1
13	22143	1
15	5165	-1
15	19505	1
34	30670	-1
43	3416	1
25	17039	1
34	517	1
47	14704	-1
22	29187	-1
34	28709	-1
10	11955	-1
42	4360	1
14	23358	-1
35	29045	-1
39	22138	1
43	4728	1
4	15942	-1
1	6205	-1
16	13137	1
37	16043	-1
35	1304	1
29	6987	1
4	2440	-1
17	24024	1
30	19233	1
31	24336	1
5	29652	-1
22	15741	-1
3	566	-1
48	19297	1
23	9874	-1
26	24001	1
44	29238	-1
16	11274	-1
27	26991	-1
10	3019	1
15	24209	-1
5	2628	-1
31	13550	-1
12	20384	-1
10	2166	-1
16	12115	1
43	4209	1
1	22318	-1
46	29716	-1
6	13315	1
45	421	1
18	4852	-1
45	19959	1
32	15111	1
8	15865	1
49	6395	-1
45	10058	-1
0	6700	-1
48	26028	1
34	18099	-1
13	24088	-1
1	2303	-1
23	2706	-1
43	5140	1
44	15732	-1
8	18450	1
13	7506	-1
2	29797	-1
19	16337	-1
21	19838	1
45	216	1
17	13966	-1
11	30882	-1
30	19807	1
17	1188	1
26	12398	-1
6	22349	-1
20	23041	-1
42	26318	1
16	347	-1
26	25957	-1
5	8779	1
39	8093	1
39	5473	-1
46	24548	1
19	20574	-1
42	10246	1
32	16839	-1
5	10659	1
9	26999	-1
23	5495	-1
7	1942	1
40	11723	1
43	25151	1
48	19261	1
48	14310	1
0	17250	1
8	5270	1
22	9824	-1
6	20407	1
37	17790	-1
45	1175	1
37	9947	-1
35	19890	1
13	18970	1
43	22376	1
48	28055	1
39	316	1
8	17447	1
2	29004	-1
33	17577	-1
43	23759	1
9	18202	1
23	4901	1
39	19573	1
37	23051	-1
7	3557	1
5	30102	1
43	4663	1
8	7408	-1
32	23376	-1
18	28203	-1
7	29195	1
31	25665	-1
4	11577	1
27	22286	1
43	25320	1
16	1841	1
45	12919	-1
40	7516	1
19	10020	-1
3	4126	-1
42	25538	1
21	26783	-1
18	11784	-1
29	22404	-1
6	21849	-1
29	15749	-1
7	17018	-1
10	16900	1
43	7267	1
17	29332	-1
49	17966	-1
5	22329	-1
46	22741	1
8	28017	1
13	14604	-1
5	30335	1
32	21198	-1
30	11635	1
11	27690	-1
13	25232	1
31	11984	-1
44	5370	1
5	25382	1
0	9681	1
21	17879	1
48	15099	1
46	15920	1
1	27994	-1
44	23147	-1
17	5634	1
46	13840	1
21	20166	1
42	13283	-1
13	9407	1
46	15226	1
23	15506	1
22	20129	-1
6	20023	1
46	5817	1
45	28178	-1
48	18750	-1
31	11782	-1
45	19945	-1
3	24490	-1
42	2040	1
48	24601	1
5	9154	1
36	2966	-1
1	19265	-1
14	13558	-1
15	19241	-1
6	20446	1
48	12122	-1
42	10220	1
7	19435	1
40	2773	1
43	9610	1
20	19638	1
6	23686	1
13	7582	1
30	7557	-1
34	26643	-1
40	7326	1
12	381	-1
46	30035	1
11	9468	-1
37	28345	1
46	7354	1
27	14083	-1
46	5291	1
24	26009	-1
39	5417	-1
31	3250	1
31	320	-1
21	11997	-1
27	1104	1
43	2767	-1
43	11669	1
13	25036	-1
8	21563	-1
28	27818	1
46	22040	1
2	21181	-1
48	30350	1
21	30827	-1
11	10674	-1
12	2349	-1
22	222	-1
38	23507	-1
39	16139	1
2	29686	-1
32	24307	1
16	3973	-1
47	25143	-1
49	879	1
0	30300	-1
9	6628	-1
18	13171	-1
5	5074	-1
6	28210	1
36	27892	-1
43	11666	1
18	4112	-1
23	10316	1
22	13513	-1
46	17859	1
2	29709	-1
4	22508	1
35	6061	-1
48	11890	1
46	26872	1
43	3336	1
8	16506	1
46	13520	1
4	4176	1
48	27578	1
41	21343	-1
48	30924	-1
48	23134	1
9	25572	-1
43	15055	1
39	2511	-1
14	266	-1
40	17183	1
48	24607	1
1	18722	-1
40	8019	1
0	10905	-1
48	869	-1
4	12468	1
40	5627	1
3	6137	-1
38	14701	-1
10	29289	1
5	26552	-1
47	20452	1
16	30540	1
43	21509	1
29	29459	1
13	7778	1
47	29703	-1
45	1986	-1
16	10304	1
20	28936	1
45	19423	1
45	9666	1
5	1264	1
24	13119	-1
1	20392	-1
47	11654	-1
45	7424	-1
22	10532	-1
37	10218	1
26	20885	-1
48	4845	1
8	13477	1
24	2912	-1
25	22351	1
42	27972	1
2	2102	-1
24	23758	-1
43	16919	1
6	4699	1
48	12618	-1
26	3232	1
38	5078	-1
43	15910	1
27	25472	1
3	2153	-1
15	1515	1
43	26835	1
9	11527	1
23	30637	1
17	26335	-1
14	20843	-1
8	8987	1
6	9103	1
41	27795	1
29	8209	-1
16	14171	1
11	11723	-1
2	9703	-1
42	16	-1
14	29683	-1
49	5189	1
35	22544	-1
16	21	1
2	8219	-1
6	27373	1
5	25935	-1
13	22290	1
42	1284	1
44	13431	-1
6	24323	-1
0	7482	-1
0	4675	-1
13	29575	1
22	16315	-1
47	15629	-1
8	8878	1
15	6620	-1
4	20955	1
21	12271	-1
30	6497	-1
19	10464	-1
44	3613	-1
12	26990	-1
14	10751	-1
28	15055	1
2	14015	-1
35	12761	-1
34	412	-1
13	12814	1
33	7764	-1
39	20695	1
35	18020	-1
43	13926	-1
46	22910	1
1	15770	-1
8	435	-1
33	8581	-1
35	24700	-1
36	15292	1
40	19650	1
36	853	-1
18	19808	1
27	8403	-1
43	15385	1
8	29064	1
34	13435	-1
8	24119	1
41	25853	-1
17	9711	-1
37	12530	-1
32	23857	-1
21	14609	-1
6	14118	1
47	3520	-1
1	28952	1
42	18101	1
5	30380	-1
45	23634	-1
6	30037	1
27	15545	-1
17	8186	-1
35	24219	-1
5	8861	-1
13	26861	1
6	15290	-1
43	13810	1
19	30597	-1
10	28985	1
28	15342	-1
46	18738	1
40	21735	-1
15	27947	-1
17	27086	-1
8	11110	1
25	18810	-1
35	23010	-1
9	25836	-1
40	18034	-1
18	4442	1
43	756	1
31	6043	1
44	300	-1
29	4176	-1
8	23685	-1
14	9184	-1
16	29406	1
37	28788	-1
7	4732	-1
45	14143	1
39	20883	1
13	4932	1
43	7781	1
31	2529	1
17	11057	-1
26	7356	-1
0	90	1
0	30439	1
36	2510	-1
10	26419	-1
19	24405	-1
12	21488	1
14	10815	-1
39	9849	1
14	20157	-1
42	11198	1
16	8521	-1
4	5185	1
10	12059	-1
16	14551	-1
31	19695	-1
43	28705	1
27	922	-1
26	4558	-1
44	25358	1
23	9671	-1
13	9509	1
23	25402	1
4	7235	-1
4	23680	-1
1	17194	1
44	12791	1
20	26627	-1
8	22896	1
0	29288	1
17	17329	1
14	12812	1
4	5023	-1
39	2176	-1
43	24329	1
14	1173	-1
23	13209	-1
25	2814	-1
28	5296	1
24	28003	-1
13	27793	1
26	6902	-1
31	19084	-1
24	24628	-1
6	13816	1
9	25981	1
44	15066	-1
6	23653	-1
27	6989	-1
37	9484	-1
48	27300	1
43	22170	1
43	15568	-1
18	10054	-1
39	27286	-1
18	14560	-1
43	5767	1
35	7734	-1
12	18980	1
47	27590	1
37	18563	1
43	2911	1
44	16726	1
4	1447	1
14	21948	-1
43	10271	-1
43	28146	1
48	25010	-1
19	25791	-1
39	6181	-1
31	25450	-1
48	19085	-1
29	15833	-1
45	2057	-1
13	23328	-1
14	2280	-1
0	11396	-1
7	18395	1
24	17005	-1
21	5158	-1
48	9702	1
46	22906	1
46	17667	1
8	25111	1
6	25587	-1
26	7086	-1
36	8215	1
36	28933	-1
12	23081	-1
36	11415	1
8	1616	1
13	11914	1
38	28661	1
8	1539	-1
22	2125	-1
12	5369	1
48	17668	1
35	22025	1
24	5649	-1
1	24461	1
43	18665	-1
48	29919	1
39	30482	-1
18	30370	1
22	16146	-1
42	6289	1
21	26665	-1
19	25311	-1
26	20682	-1
40	19091	1
13	2337	1
39	18289	-1
34	14056	-1
3	19230	-1
45	23354	-1
1	3190	1
46	15248	1
46	2577	1
34	5384	-1
42	26420	1
26	3123	-1
0	24854	-1
32	19930	1
21	19416	-1
0	10552	-1
35	15057	1
6	13733	-1
42	14693	-1
23	23405	1
1	28146	-1
3	16211	-1
31	27857	1
43	8166	-1
43	3155	1
2	4867	-1
17	27125	-1
7	21080	-1
6	2608	1
32	23467	-1
48	29135	1
26	5049	-1
26	30101	-1
16	30126	1
41	11400	-1
0	26361	1
28	29007	1
41	3225	-1
8	3804	1
18	2897	-1
45	3511	1
33	4199	-1
45	387	-1
33	23330	-1
43	13862	1
8	11073	1
40	18839	-1
21	9779	-1
42	3165	1
21	1944	-1
23	21011	-1
14	2005	1
41	17096	1
28	10301	-1
17	19820	1
44	24378	1
19	30298	1
16	24646	-1
44	25491	1
33	3221	-1
43	21671	-1
24	3527	-1
18	1962	1
0	26687	-1
41	25439	-1
40	1076	1
9	10707	-1
8	14947	1
38	3538	1
49	26617	-1
43	31066	1
14	22502	-1
46	5184	-1
43	7101	1
15	29665	-1
38	11711	-1
4	16976	-1
46	29477	1
35	6857	1
18	14535	1
15	26414	-1
4	13769	1
3	1603	-1
13	17019	1
8	26142	1
17	13405	1
35	10177	1
42	19731	-1
10	9848	-1
31	17858	-1
42	16471	-1
31	23065	1
34	29628	-1
43	7132	1
48	23520	-1
16	25887	1
4	19415	-1
43	10999	1
4	21497	-1
27	29457	-1
4	9800	1
35	986	-1
15	3985	1
8	20921	1
26	2330	1
46	28930	1
8	26062	1
46	11709	1
13	789	1
17	3247	1
0	19648	-1
13	1518	1
6	18502	1
35	19333	1
40	9437	1
4	3491	1
27	22116	1
7	22643	-1
12	10764	-1
4	14783	1
42	1273	1
8	22262	-1
24	12268	-1
43	19709	-1
3	14580	-1
31	12091	-1
16	20392	-1
39	23712	1
47	23972	-1
18	13794	-1
31	16125	-1
37	8872	-1
9	29106	-1
5	29310	1
39	1563	1
48	13891	1
15	15611	1
21	8691	-1
43	11591	-1
26	1444	-1
43	13120	1
29	27174	1
7	12706	1
6	9859	1
36	4973	-1
38	26194	-1
1	28302	1
0	1562	-1
48	27003	1
31	12844	1
21	18049	1
6	10860	1
13	12095	1
41	30040	-1
16	25998	-1
4	61	-1
36	8107	1
3	9592	-1
4	8878	1
25	19034	1
5	6258	1
15	18870	-1
19	16783	-1
8	26864	-1
32	5251	-1
13	28544	1
46	12408	1
13	5111	-1
15	20641	-1
5	23041	1
31	14410	-1
46	17828	1
34	15850	-1
23	16745	1
42	13112	1
43	12970	1
2	24642	-1
42	15248	1
48	16483	1
45	2686	1
9	1028	-1
21	7853	-1
31	22811	-1
0	25201	1
8	4056	1
45	28183	1
32	3565	1
19	26270	-1
3	933	-1
35	472	1
14	21551	-1
20	29777	-1
6	26149	1
43	23169	1
31	16928	-1
35	15264	1
45	23643	-1
45	15075	-1
27	27738	1
3	1591	-1
10	20647	1
31	30368	-1
42	25036	-1
36	631	1
48	14694	1
14	7555	-1
21	2696	-1
34	279	-1
39	2367	-1
9	15282	1
37	24055	-1
18	27316	1
48	2121	1
30	20639	-1
19	10278	-1
43	15212	-1
8	4900	1
19	29595	-1
39	29510	-1
39	30457	1
12	9192	-1
31	21591	-1
27	12312	-1
18	12394	1
15	23753	-1
45	9330	1
28	26270	-1
36	22235	-1
16	19318	-1
16	25918	1
10	21622	1
8	5386	-1
44	3332	-1
37	30179	-1
47	18201	-1
35	14963	-1
48	10561	1
43	2648	1
40	6665	-1
15	13553	1
4	10447	1
13	20204	1
43	14903	1
31	724	-1
46	19615	1
18	12715	1
5	11641	1
9	23798	1
3	29206	-1
4	9898	1
33	10533	-1
10	2519	1
2	5013	-1
44	12499	-1
46	16766	-1
33	3910	-1
24	25975	-1
17	23402	1
45	14325	-1
43	25153	1
6	26935	1
18	14249	-1
8	7130	1
1	15688	-1
46	3816	1
45	9974	-1
27	16728	-1
47	24784	-1
17	22630	-1
35	1706	-1
6	5127	1
